loci_spal,multAllele,counts,het,hobs,p,q,hexp
loc14525_pos44,FALSE,280,92,0.328571428571429,0.310714285714286,0.689285714285714,0.428341836734694
loc14528_pos23,FALSE,263,79,0.300380228136882,0.29467680608365,0.70532319391635,0.415684772079978
loc14531_pos5,FALSE,263,73,0.277566539923954,0.26425855513308,0.73574144486692,0.388851942344114
loc14538_pos104,FALSE,277,33,0.11913357400722,0.0812274368231047,0.918772563176895,0.149259080660506
loc14581_pos2,FALSE,266,74,0.278195488721804,0.81578947368421,0.18421052631579,0.300554016620499
loc14591_pos25,FALSE,285,86,0.301754385964912,0.775438596491228,0.224561403508772,0.348267159125885
loc14612_pos12,FALSE,279,43,0.154121863799283,0.112903225806452,0.887096774193548,0.200312174817898
loc14617_pos161,FALSE,302,36,0.119205298013245,0.93046357615894,0.0695364238410596,0.129402219200912
loc14630_pos7,FALSE,293,60,0.204778156996587,0.143344709897611,0.856655290102389,0.245594008083961
loc14651_pos13,FALSE,295,20,0.0677966101694915,0.938983050847458,0.0610169491525424,0.114587762137317
loc14654_pos3,FALSE,277,40,0.144404332129964,0.909747292418773,0.0902527075812274,0.16421431271097
loc14657_pos2,FALSE,281,50,0.177935943060498,0.900355871886121,0.099644128113879,0.179430351692608
loc14671_pos3,FALSE,291,34,0.116838487972509,0.907216494845361,0.0927835051546392,0.168349452651716
loc14684_pos26,FALSE,292,52,0.178082191780822,0.849315068493151,0.150684931506849,0.255957965847251
loc14701_pos4,FALSE,260,35,0.134615384615385,0.213461538461538,0.786538461538462,0.335791420118343
loc14748_pos24,FALSE,266,24,0.0902255639097744,0.913533834586466,0.0864661654135338,0.157979535304426
loc14751_pos3,FALSE,300,129,0.43,0.355,0.645,0.45795
loc14763_pos32,FALSE,293,49,0.167235494880546,0.87542662116041,0.12457337883959,0.218109704248157
loc14771_pos25,FALSE,297,52,0.175084175084175,0.885521885521885,0.114478114478115,0.2027457515673
loc14781_pos15,FALSE,268,38,0.141791044776119,0.843283582089552,0.156716417910448,0.264312764535531
loc14818_pos28,FALSE,289,77,0.26643598615917,0.209342560553633,0.790657439446367,0.331036505788963
loc14852_pos2,FALSE,279,123,0.440860215053763,0.593189964157706,0.406810035842294,0.482631261160571
loc14883_pos67,FALSE,283,62,0.219081272084806,0.848056537102474,0.151943462897526,0.257713293960469
loc14889_pos53,FALSE,298,77,0.258389261744966,0.229865771812081,0.770134228187919,0.354054997522634
loc14891_pos9,FALSE,296,66,0.222972972972973,0.202702702702703,0.797297297297297,0.323228634039445
loc14909_pos25,FALSE,290,43,0.148275862068966,0.905172413793103,0.0948275862068966,0.17167063020214
loc14956_pos4,FALSE,287,49,0.170731707317073,0.109756097560976,0.890243902439024,0.195419393218322
loc14960_pos151,FALSE,306,35,0.11437908496732,0.929738562091503,0.0702614379084967,0.130649536503054
loc14964_pos23,FALSE,271,72,0.265682656826568,0.428044280442804,0.571955719557196,0.489644748846012
loc14981_pos13,FALSE,266,21,0.0789473684210526,0.911654135338346,0.0883458646616542,0.161081745717678
loc14982_pos3,FALSE,269,32,0.118959107806691,0.921933085501859,0.0780669144981413,0.143944942717762
loc15009_pos76,FALSE,278,25,0.0899280575539568,0.0629496402877698,0.93705035971223,0.11797396615082
loc15025_pos11,FALSE,286,27,0.0944055944055944,0.945804195804196,0.0541958041958042,0.102517238006748
loc15040_pos20,FALSE,259,23,0.0888030888030888,0.947876447876448,0.0521235521235521,0.098813374875151
loc15044_pos6,FALSE,268,22,0.082089552238806,0.082089552238806,0.917910447761194,0.150701715304077
loc15067_pos33,FALSE,273,80,0.293040293040293,0.373626373626374,0.626373626373626,0.468059413114358
loc15075_pos4,FALSE,270,44,0.162962962962963,0.177777777777778,0.822222222222222,0.292345679012346
loc15082_pos104,FALSE,298,39,0.130872483221477,0.911073825503356,0.0889261744966443,0.162036619972073
loc15085_pos56,FALSE,282,81,0.287234042553192,0.285460992907801,0.714539007092199,0.407946028871787
loc15089_pos22,FALSE,278,36,0.129496402877698,0.111510791366906,0.888489208633094,0.198152269551265
loc15101_pos97,FALSE,308,90,0.292207792207792,0.201298701298701,0.798701298701299,0.321555068308315
loc15144_pos6,FALSE,266,41,0.154135338345865,0.855263157894737,0.144736842105263,0.247576177285319
loc15169_pos24,FALSE,308,26,0.0844155844155844,0.051948051948052,0.948051948051948,0.0984989036937089
loc15174_pos77,FALSE,280,32,0.114285714285714,0.114285714285714,0.885714285714286,0.202448979591837
loc15176_pos10,FALSE,288,35,0.121527777777778,0.911458333333333,0.0885416666666666,0.161404079861111
loc15179_pos65,FALSE,273,37,0.135531135531136,0.902930402930403,0.0970695970695971,0.175294180788686
loc15193_pos122,FALSE,284,121,0.426056338028169,0.522887323943662,0.477112676056338,0.498952340805396
loc15203_pos5,FALSE,294,43,0.146258503401361,0.113945578231293,0.886054421768708,0.201923966865658
loc15228_pos111,FALSE,279,38,0.136200716845878,0.888888888888889,0.111111111111111,0.197530864197531
loc15236_pos6,FALSE,283,54,0.190812720848057,0.830388692579505,0.169611307420495,0.28168662363121
loc15239_pos12,FALSE,285,42,0.147368421052632,0.108771929824561,0.891228070175439,0.193881194213604
loc15241_pos9,FALSE,292,44,0.150684931506849,0.102739726027397,0.897260273972603,0.184368549446425
loc15303_pos1,FALSE,278,32,0.115107913669065,0.906474820143885,0.0935251798561151,0.169556441177993
loc15315_pos153,FALSE,291,25,0.0859106529209622,0.936426116838488,0.063573883161512,0.119064489082557
loc15323_pos121,FALSE,300,39,0.13,0.918333333333333,0.0816666666666667,0.149994444444444
loc15334_pos10,FALSE,275,44,0.16,0.872727272727273,0.127272727272727,0.222148760330579
loc15338_pos9,FALSE,259,62,0.239382239382239,0.814671814671815,0.185328185328185,0.301963298102294
loc15340_pos4,FALSE,285,101,0.354385964912281,0.643859649122807,0.356140350877193,0.458608802708526
loc15344_pos73,FALSE,270,114,0.422222222222222,0.551851851851852,0.448148148148148,0.494622770919067
loc15349_pos15,FALSE,262,81,0.309160305343511,0.761450381679389,0.238549618320611,0.363287395839403
loc15375_pos31,FALSE,301,142,0.471760797342193,0.491694352159468,0.508305647840532,0.499862032427898
loc15393_pos82,FALSE,277,111,0.40072202166065,0.492779783393502,0.507220216606498,0.49989573694431
loc15429_pos98,FALSE,261,92,0.352490421455939,0.693486590038314,0.306513409961686,0.425125878950691
loc15441_pos111,FALSE,308,24,0.0779220779220779,0.948051948051948,0.051948051948052,0.0984989036937089
loc15449_pos19,FALSE,273,101,0.36996336996337,0.489010989010989,0.510989010989011,0.499758483274967
loc15475_pos130,FALSE,278,88,0.316546762589928,0.773381294964029,0.226618705035971,0.350525335127581
loc15476_pos21,FALSE,306,38,0.124183006535948,0.124183006535948,0.875816993464052,0.217523174847281
loc15484_pos13,FALSE,283,30,0.106007067137809,0.936395759717314,0.0636042402826855,0.119117481801496
loc15494_pos114,FALSE,301,58,0.192691029900332,0.87375415282392,0.12624584717608,0.220615666493747
loc15508_pos12,FALSE,303,111,0.366336633663366,0.305280528052805,0.694719471947195,0.424168654489211
loc15526_pos102,FALSE,271,119,0.439114391143911,0.540590405904059,0.459409594095941,0.496704837897087
loc15547_pos7,FALSE,292,38,0.13013698630137,0.13013698630137,0.86986301369863,0.226402702195534
loc15558_pos3,FALSE,278,15,0.0539568345323741,0.944244604316547,0.0557553956834532,0.10529346307127
loc15569_pos11,FALSE,261,66,0.252873563218391,0.766283524904215,0.233716475095785,0.358186168729173
loc15572_pos143,FALSE,296,99,0.33445945945946,0.728040540540541,0.271959459459459,0.395995023739956
loc15576_pos54,FALSE,285,57,0.2,0.13859649122807,0.86140350877193,0.238775007694675
loc15582_pos12,FALSE,265,53,0.2,0.737735849056604,0.262264150943396,0.386963332146671
loc15602_pos4,FALSE,262,41,0.156488549618321,0.112595419847328,0.887404580152672,0.199835382553464
loc15616_pos67,FALSE,314,49,0.156050955414013,0.886942675159236,0.113057324840764,0.200550732281228
loc15622_pos12,FALSE,272,93,0.341911764705882,0.380514705882353,0.619485294117647,0.471446528979239
loc15623_pos92,FALSE,275,50,0.181818181818182,0.872727272727273,0.127272727272727,0.222148760330579
loc15639_pos21,FALSE,296,18,0.0608108108108108,0.949324324324324,0.0506756756756757,0.0962153031409788
loc15649_pos76,FALSE,297,28,0.0942760942760943,0.922558922558923,0.0774410774410774,0.142887913931685
loc15672_pos40,FALSE,287,103,0.358885017421603,0.611498257839721,0.388501742160279,0.475136276997414
loc15682_pos2,FALSE,259,90,0.347490347490348,0.579150579150579,0.420849420849421,0.487470371640256
loc15683_pos18,FALSE,293,92,0.313993174061433,0.491467576791809,0.508532423208191,0.499854395508393
loc15703_pos13,FALSE,296,66,0.222972972972973,0.861486486486487,0.138513513513513,0.23865504017531
loc15722_pos98,FALSE,293,87,0.296928327645051,0.704778156996587,0.295221843003413,0.416131812834162
loc15725_pos79,FALSE,297,35,0.117845117845118,0.924242424242424,0.0757575757575758,0.140036730945822
loc15729_pos43,FALSE,287,67,0.233449477351916,0.193379790940767,0.806620209059233,0.311968094792944
loc15742_pos9,FALSE,269,80,0.297397769516729,0.628252788104089,0.371747211895911,0.467102444687055
loc15749_pos32,FALSE,267,63,0.235955056179775,0.338951310861423,0.661048689138577,0.448126639453492
loc15759_pos5,FALSE,297,76,0.255892255892256,0.178451178451178,0.821548821548822,0.293212710721128
loc15764_pos149,FALSE,302,29,0.0960264900662252,0.945364238410596,0.054635761589404,0.1033013902899
loc15781_pos77,FALSE,275,24,0.0872727272727273,0.945454545454545,0.0545454545454546,0.103140495867769
loc15784_pos14,FALSE,300,46,0.153333333333333,0.893333333333333,0.106666666666667,0.190577777777778
loc15790_pos6,FALSE,294,111,0.377551020408163,0.386054421768707,0.613945578231293,0.474032810403073
loc15795_pos19,FALSE,285,63,0.221052631578947,0.843859649122807,0.156140350877193,0.26352108341028
loc15824_pos8,FALSE,298,28,0.0939597315436242,0.932885906040268,0.0671140939597316,0.125219584703392
loc15842_pos56,FALSE,275,42,0.152727272727273,0.905454545454545,0.0945454545454546,0.171213223140496
loc15847_pos9,FALSE,263,61,0.231939163498099,0.800380228136882,0.199619771863118,0.319543437088869
loc15857_pos6,FALSE,303,131,0.432343234323432,0.641914191419142,0.358085808580858,0.459720724547702
loc15865_pos24,FALSE,278,67,0.241007194244604,0.706834532374101,0.293165467625899,0.414438952435174
loc15900_pos26,FALSE,284,85,0.299295774647887,0.279929577464789,0.720070422535211,0.403138018250347
loc15930_pos6,FALSE,298,32,0.10738255033557,0.932885906040268,0.0671140939597316,0.125219584703392
loc15946_pos144,FALSE,268,17,0.0634328358208955,0.942164179104478,0.0578358208955224,0.108981677433727
loc15970_pos29,FALSE,284,56,0.197183098591549,0.862676056338028,0.137323943661972,0.236932156318191
loc15985_pos111,FALSE,299,133,0.444816053511706,0.433110367892977,0.566889632107023,0.491051554233174
loc15986_pos16,FALSE,281,122,0.434163701067616,0.569395017793594,0.430604982206406,0.490368663010853
loc16000_pos31,FALSE,294,104,0.353741496598639,0.561224489795918,0.438775510204082,0.492503123698459
loc16016_pos29,FALSE,276,51,0.184782608695652,0.784420289855073,0.215579710144927,0.338210197437513
loc16028_pos103,FALSE,272,19,0.0698529411764706,0.943014705882353,0.0569852941176471,0.107475940743945
loc16031_pos43,FALSE,280,49,0.175,0.126785714285714,0.873214285714286,0.221422193877551
loc16056_pos18,FALSE,273,30,0.10989010989011,0.915750915750916,0.0842490842490843,0.15430235210455
loc16073_pos17,FALSE,279,29,0.103942652329749,0.915770609318996,0.0842293906810035,0.154269600853021
loc16079_pos3,FALSE,274,72,0.262773722627737,0.182481751824818,0.817518248175182,0.298364324151526
loc16101_pos3,FALSE,292,66,0.226027397260274,0.777397260273973,0.222602739726027,0.346101519984988
loc16106_pos12,FALSE,285,70,0.245614035087719,0.859649122807018,0.140350877192982,0.241305016928286
loc16129_pos11,FALSE,282,80,0.283687943262411,0.26241134751773,0.73758865248227,0.387103264423319
loc16142_pos10,FALSE,293,59,0.201365187713311,0.872013651877133,0.127986348122867,0.223211685634078
loc16153_pos97,FALSE,287,126,0.439024390243902,0.473867595818815,0.526132404181185,0.498634194903422
loc16154_pos7,FALSE,279,116,0.415770609318996,0.379928315412186,0.620071684587814,0.471165581120489
loc16164_pos14,FALSE,276,23,0.0833333333333333,0.947463768115942,0.052536231884058,0.099552352446965
loc16168_pos144,FALSE,302,78,0.258278145695364,0.182119205298013,0.817880794701987,0.297903600719267
loc16186_pos22,FALSE,283,24,0.0848056537102474,0.0671378091872792,0.932862190812721,0.125260647529623
loc16202_pos1,FALSE,306,55,0.179738562091503,0.109477124183007,0.890522875816993,0.19498376692725
loc16209_pos30,FALSE,274,30,0.109489051094891,0.930656934306569,0.0693430656934306,0.129069209867334
loc16212_pos28,FALSE,292,52,0.178082191780822,0.856164383561644,0.143835616438356,0.246293863764309
loc16228_pos16,FALSE,290,147,0.506896551724138,0.418965517241379,0.581034482758621,0.486866825208086
loc16266_pos9,FALSE,278,40,0.143884892086331,0.888489208633094,0.111510791366906,0.198152269551265
loc16293_pos1,FALSE,279,59,0.211469534050179,0.220430107526882,0.779569892473118,0.343681350445138
loc16306_pos13,FALSE,298,124,0.416107382550336,0.573825503355705,0.426174496644295,0.489099590108554
loc16317_pos35,FALSE,294,82,0.27891156462585,0.731292517006803,0.268707482993197,0.393007543153316
loc16334_pos15,FALSE,276,52,0.188405797101449,0.833333333333333,0.166666666666667,0.277777777777778
loc16336_pos39,FALSE,277,92,0.332129963898917,0.328519855595668,0.671480144404332,0.441189120150139
loc16345_pos4,FALSE,273,86,0.315018315018315,0.384615384615385,0.615384615384615,0.473372781065089
loc16352_pos13,FALSE,274,67,0.244525547445255,0.771897810218978,0.228102189781022,0.352143161596249
loc16365_pos94,FALSE,274,24,0.0875912408759124,0.927007299270073,0.072992700729927,0.135329532740157
loc16369_pos13,FALSE,271,36,0.132841328413284,0.918819188191882,0.0811808118081181,0.149180975204586
loc16374_pos8,FALSE,298,61,0.204697986577181,0.796979865771812,0.203020134228188,0.323605918652313
loc16388_pos7,FALSE,278,84,0.302158273381295,0.535971223021583,0.464028776978417,0.497412142228663
loc16391_pos11,FALSE,259,52,0.200772200772201,0.111969111969112,0.888030888030888,0.198864059867921
loc16407_pos0,FALSE,264,14,0.053030303030303,0.924242424242424,0.0757575757575758,0.140036730945822
loc16408_pos5,FALSE,272,55,0.202205882352941,0.810661764705882,0.189338235294118,0.306978535899654
loc16410_pos30,FALSE,261,67,0.256704980842912,0.197318007662835,0.802681992337165,0.316767223029609
loc16430_pos3,FALSE,263,38,0.144486692015209,0.885931558935361,0.114068441064639,0.202113663635444
loc16434_pos43,FALSE,275,47,0.170909090909091,0.856363636363636,0.143636363636364,0.246009917355372
loc16436_pos20,FALSE,297,34,0.114478114478114,0.925925925925926,0.0740740740740741,0.137174211248285
loc16441_pos21,FALSE,286,58,0.202797202797203,0.839160839160839,0.160839160839161,0.269939850359431
loc16451_pos21,FALSE,296,41,0.138513513513514,0.910472972972973,0.089527027027027,0.163023876917458
loc16463_pos17,FALSE,279,41,0.146953405017921,0.8584229390681,0.1415770609319,0.24306599349957
loc16464_pos11,FALSE,263,92,0.349809885931559,0.509505703422053,0.490494296577947,0.499819283204904
loc16468_pos104,FALSE,271,91,0.335793357933579,0.588560885608856,0.411439114391144,0.48431393908035
loc16471_pos3,FALSE,295,93,0.315254237288136,0.706779661016949,0.293220338983051,0.414484343579431
loc16479_pos0,FALSE,282,80,0.283687943262411,0.673758865248227,0.326241134751773,0.439615713495297
loc16482_pos108,FALSE,261,29,0.111111111111111,0.932950191570881,0.0670498084291188,0.125108263237475
loc16492_pos6,FALSE,275,86,0.312727272727273,0.352727272727273,0.647272727272727,0.456621487603306
loc16493_pos3,FALSE,259,39,0.150579150579151,0.905405405405405,0.0945945945945946,0.171292914536158
loc16499_pos17,FALSE,283,71,0.250883392226148,0.839222614840989,0.160777385159011,0.269856035160884
loc16502_pos5,FALSE,267,39,0.146067415730337,0.908239700374532,0.0917602996254682,0.166680694076225
loc16507_pos11,FALSE,262,39,0.148854961832061,0.898854961832061,0.101145038167939,0.18182943884389
loc16512_pos13,FALSE,275,81,0.294545454545455,0.496363636363636,0.503636363636364,0.499973553719008
loc16519_pos14,FALSE,294,46,0.156462585034014,0.904761904761905,0.0952380952380952,0.172335600907029
loc16525_pos22,FALSE,268,81,0.302238805970149,0.55410447761194,0.44589552238806,0.494145411004678
loc16537_pos87,FALSE,264,32,0.121212121212121,0.920454545454545,0.0795454545454546,0.146435950413223
loc16542_pos37,FALSE,294,68,0.231292517006803,0.704081632653061,0.295918367346939,0.416701374427322
loc16560_pos49,FALSE,266,93,0.349624060150376,0.584586466165414,0.415413533834586,0.485690259483295
loc16564_pos128,FALSE,274,104,0.37956204379562,0.45985401459854,0.54014598540146,0.496776599712292
loc16565_pos20,FALSE,303,115,0.37953795379538,0.45049504950495,0.54950495049505,0.495098519752965
loc16573_pos7,FALSE,273,100,0.366300366300366,0.443223443223443,0.556776556776557,0.493552845201197
loc16666_pos101,FALSE,280,41,0.146428571428571,0.9125,0.0875,0.1596875
loc16670_pos47,FALSE,287,66,0.229965156794425,0.797909407665505,0.202090592334495,0.322499969648776
loc16684_pos149,FALSE,276,87,0.315217391304348,0.324275362318841,0.675724637681159,0.43824170342365
loc16696_pos41,FALSE,285,101,0.354385964912281,0.549122807017544,0.450877192982456,0.495173899661434
loc16699_pos4,FALSE,266,100,0.37593984962406,0.545112781954887,0.454887218045113,0.495929673808582
loc16703_pos12,FALSE,280,93,0.332142857142857,0.541071428571429,0.458928571428571,0.496626275510204
loc16722_pos60,FALSE,265,62,0.233962264150943,0.218867924528302,0.781132075471698,0.341929512281951
loc16728_pos21,FALSE,277,15,0.0541516245487365,0.944043321299639,0.055956678700361,0.105651057618371
loc16740_pos17,FALSE,276,87,0.315217391304348,0.356884057971014,0.643115942028986,0.459035654274312
loc16747_pos18,FALSE,272,65,0.238970588235294,0.211397058823529,0.78860294117647,0.333416684688581
loc16752_pos3,FALSE,267,35,0.131086142322097,0.915730337078652,0.0842696629213483,0.154336573664941
loc16782_pos17,FALSE,307,106,0.345276872964169,0.351791530944625,0.648208469055375,0.456068499400524
loc16783_pos2,FALSE,297,90,0.303030303030303,0.239057239057239,0.760942760942761,0.363817751023138
loc16800_pos32,FALSE,279,59,0.211469534050179,0.836917562724014,0.163082437275986,0.27297311185622
loc16843_pos13,FALSE,304,17,0.055921052631579,0.949013157894737,0.0509868421052632,0.0967743680747923
loc16866_pos100,FALSE,270,53,0.196296296296296,0.853703703703704,0.146296296296296,0.249787379972565
loc16870_pos132,FALSE,284,95,0.334507042253521,0.427816901408451,0.572183098591549,0.489579200555445
loc16885_pos27,FALSE,265,91,0.343396226415094,0.541509433962264,0.458490566037736,0.496553933784265
loc16909_pos7,FALSE,281,104,0.370106761565836,0.615658362989324,0.384341637010676,0.47324628614126
loc16910_pos2,FALSE,291,122,0.419243986254296,0.525773195876289,0.474226804123711,0.498671484748645
loc16920_pos98,FALSE,281,95,0.338078291814947,0.592526690391459,0.407473309608541,0.482877623130406
loc16924_pos11,FALSE,281,95,0.338078291814947,0.435943060498221,0.564056939501779,0.491793417003331
loc16936_pos11,FALSE,277,92,0.332129963898917,0.415162454873646,0.584837545126354,0.485605181873868
loc16941_pos2,FALSE,281,25,0.0889679715302491,0.919928825622776,0.0800711743772242,0.147319562822153
loc16944_pos47,FALSE,263,20,0.0760456273764259,0.91254752851711,0.0874524714828897,0.159609073428848
loc16994_pos10,FALSE,270,67,0.248148148148148,0.809259259259259,0.190740740740741,0.308717421124829
loc16998_pos14,FALSE,280,89,0.317857142857143,0.773214285714286,0.226785714285714,0.350707908163265
loc17003_pos26,FALSE,291,119,0.40893470790378,0.627147766323024,0.372852233676976,0.467666891038131
loc17069_pos108,FALSE,293,36,0.122866894197952,0.924914675767918,0.0750853242320819,0.13889503663409
loc17083_pos93,FALSE,270,92,0.340740740740741,0.611111111111111,0.388888888888889,0.475308641975309
loc17097_pos75,FALSE,277,20,0.072202166064982,0.938628158844765,0.0613718411552346,0.115210676536903
loc17100_pos10,FALSE,260,59,0.226923076923077,0.817307692307692,0.182692307692308,0.298631656804734
loc17107_pos14,FALSE,259,83,0.32046332046332,0.731660231660232,0.268339768339768,0.392667074134256
loc17122_pos56,FALSE,281,40,0.142348754448399,0.896797153024911,0.103202846975089,0.185104038702651
loc17127_pos96,FALSE,268,57,0.212686567164179,0.830223880597015,0.169776119402985,0.281904377366897
loc17145_pos46,FALSE,276,118,0.427536231884058,0.503623188405797,0.496376811594203,0.499973745011552
loc17146_pos2,FALSE,281,24,0.0854092526690391,0.935943060498221,0.0640569395017794,0.11990729600689
loc17150_pos0,FALSE,276,111,0.402173913043478,0.559782608695652,0.440217391304348,0.492852079395085
loc17156_pos10,FALSE,296,46,0.155405405405405,0.858108108108108,0.141891891891892,0.243517165814463
loc17160_pos12,FALSE,288,124,0.430555555555556,0.503472222222222,0.496527777777778,0.499975887345679
loc17208_pos11,FALSE,291,99,0.34020618556701,0.716494845360825,0.283505154639175,0.406259963864385
loc17220_pos5,FALSE,281,96,0.341637010676157,0.416370106761566,0.583629893238434,0.486012081913856
loc17245_pos8,FALSE,284,115,0.404929577464789,0.684859154929577,0.315140845070423,0.431654185677445
loc17296_pos36,FALSE,280,23,0.0821428571428571,0.948214285714286,0.0517857142857143,0.0982079081632654
loc17297_pos11,FALSE,266,69,0.259398496240602,0.708646616541353,0.291353383458647,0.412933178811691
loc17316_pos73,FALSE,270,63,0.233333333333333,0.831481481481481,0.168518518518519,0.280240054869685
loc17318_pos3,FALSE,286,41,0.143356643356643,0.847902097902098,0.152097902097902,0.257928260550638
loc17335_pos133,FALSE,298,122,0.409395973154362,0.523489932885906,0.476510067114094,0.498896446106031
loc17364_pos3,FALSE,272,92,0.338235294117647,0.283088235294118,0.716911764705882,0.40589857266436
loc17370_pos131,FALSE,280,45,0.160714285714286,0.841071428571429,0.158928571428571,0.26734056122449
loc17413_pos32,FALSE,271,38,0.140221402214022,0.900369003690037,0.0996309963099631,0.179409321768494
loc17415_pos70,FALSE,305,35,0.114754098360656,0.936065573770492,0.0639344262295082,0.119693630744424
loc17417_pos3,FALSE,289,128,0.442906574394464,0.453287197231834,0.546712802768166,0.495635828115085
loc17419_pos106,FALSE,277,88,0.317689530685921,0.72202166064982,0.27797833935018,0.401412764404593
loc17439_pos10,FALSE,284,75,0.264084507042254,0.216549295774648,0.783450704225352,0.339311396548304
loc17455_pos67,FALSE,292,115,0.393835616438356,0.378424657534247,0.621575342465753,0.47043887220867
loc17473_pos93,FALSE,292,95,0.325342465753425,0.285958904109589,0.714041095890411,0.408372818540064
loc17509_pos11,FALSE,292,23,0.0787671232876712,0.0599315068493151,0.940068493150685,0.112679442672171
loc17526_pos23,FALSE,298,106,0.355704697986577,0.697986577181208,0.302013422818792,0.421602630512139
loc17545_pos9,FALSE,301,63,0.209302325581395,0.759136212624585,0.240863787375415,0.365696846613172
loc17588_pos11,FALSE,295,33,0.111864406779661,0.94406779661017,0.0559322033898305,0.105607584027578
loc17590_pos12,FALSE,275,24,0.0872727272727273,0.0545454545454545,0.945454545454545,0.103140495867769
loc17608_pos19,FALSE,292,96,0.328767123287671,0.236301369863014,0.763698630136986,0.360926064927754
loc17618_pos100,FALSE,290,47,0.162068965517241,0.0879310344827586,0.912068965517241,0.160398335315101
loc17641_pos4,FALSE,300,34,0.113333333333333,0.896666666666667,0.103333333333333,0.185311111111111
loc17648_pos22,FALSE,295,99,0.335593220338983,0.316949152542373,0.683050847457627,0.432984774490089
loc17657_pos25,FALSE,288,31,0.107638888888889,0.0642361111111111,0.935763888888889,0.120219666280864
loc17665_pos7,FALSE,277,50,0.180505415162455,0.129963898916967,0.870036101083033,0.226146567790536
loc17676_pos88,FALSE,263,30,0.114068441064639,0.901140684410646,0.0988593155893536,0.178172302621116
loc17691_pos3,FALSE,284,47,0.165492957746479,0.10387323943662,0.89612676056338,0.186167179131125
loc17716_pos117,FALSE,289,102,0.352941176470588,0.792387543252595,0.207612456747405,0.329019049101424
loc17775_pos122,FALSE,278,97,0.348920863309353,0.318345323741007,0.681654676258993,0.434003157186481
loc17790_pos7,FALSE,266,37,0.139097744360902,0.0921052631578947,0.907894736842105,0.167243767313019
loc17808_pos69,FALSE,281,55,0.195729537366548,0.179715302491103,0.820284697508897,0.294835425083269
loc17809_pos6,FALSE,278,18,0.0647482014388489,0.935251798561151,0.064748201438849,0.121111743698566
loc17817_pos130,FALSE,284,28,0.0985915492957746,0.0809859154929577,0.919014084507042,0.148854393969451
loc17827_pos19,FALSE,283,34,0.120141342756184,0.904593639575972,0.0954063604240283,0.172607973629337
loc17832_pos20,FALSE,283,52,0.183745583038869,0.166077738515901,0.833922261484099,0.27699184657069
loc17836_pos96,FALSE,303,55,0.181518151815182,0.16996699669967,0.83003300330033,0.282156433465129
loc17882_pos2,FALSE,288,81,0.28125,0.293402777777778,0.706597222222222,0.414635175540123
loc17928_pos23,FALSE,260,94,0.361538461538462,0.673076923076923,0.326923076923077,0.44008875739645
loc17936_pos31,FALSE,287,105,0.365853658536585,0.444250871080139,0.555749128919861,0.493784069249354
loc17959_pos13,FALSE,285,37,0.129824561403509,0.882456140350877,0.117543859649123,0.20745460141582
loc17993_pos45,FALSE,273,88,0.322344322344322,0.692307692307692,0.307692307692308,0.42603550295858
loc18003_pos54,FALSE,277,117,0.422382671480144,0.629963898916967,0.370036101083033,0.4662187699566
loc18004_pos132,FALSE,293,130,0.443686006825939,0.491467576791809,0.508532423208191,0.499854395508393
loc18028_pos66,FALSE,297,21,0.0707070707070707,0.934343434343434,0.0656565656565656,0.122691562085501
loc18036_pos61,FALSE,265,32,0.120754716981132,0.89433962264151,0.105660377358491,0.188992524029904
loc18043_pos44,FALSE,285,93,0.326315789473684,0.601754385964912,0.398245614035088,0.479292089873807
loc18052_pos8,FALSE,267,30,0.112359550561798,0.891385767790262,0.108614232209738,0.193634361542454
loc18054_pos41,FALSE,286,24,0.0839160839160839,0.916083916083916,0.083916083916084,0.153748349552545
loc18065_pos97,FALSE,294,30,0.102040816326531,0.925170068027211,0.0748299319727891,0.138460826507474
loc18075_pos25,FALSE,303,65,0.214521452145215,0.813531353135314,0.186468646864686,0.303396181202279
loc18087_pos109,FALSE,284,34,0.119718309859155,0.0845070422535211,0.915492957746479,0.154731204126165
loc18132_pos46,FALSE,283,70,0.247349823321555,0.816254416961131,0.183745583038869,0.29996628750515
loc18133_pos159,FALSE,305,81,0.265573770491803,0.155737704918033,0.844262295081967,0.262966944369793
loc18141_pos12,FALSE,297,26,0.0875420875420875,0.936026936026936,0.063973063973064,0.119761022117925
loc18145_pos39,FALSE,292,30,0.102739726027397,0.934931506849315,0.065068493150685,0.121669168699568
loc18146_pos103,FALSE,269,78,0.28996282527881,0.193308550185874,0.806691449814126,0.311880709221818
loc18200_pos11,FALSE,289,39,0.134948096885813,0.167820069204152,0.832179930795848,0.279312987152932
loc18202_pos61,FALSE,299,154,0.51505016722408,0.57190635451505,0.42809364548495,0.489658952360712
loc18223_pos8,FALSE,267,20,0.0749063670411985,0.895131086142322,0.104868913857678,0.187742849527978
loc18226_pos29,FALSE,268,41,0.152985074626866,0.886194029850746,0.113805970149254,0.201708342615282
loc18233_pos35,FALSE,268,36,0.134328358208955,0.91044776119403,0.0895522388059702,0.163065270661617
loc18243_pos161,FALSE,294,108,0.36734693877551,0.326530612244898,0.673469387755102,0.43981674302374
loc18269_pos11,FALSE,274,38,0.138686131386861,0.886861313868613,0.113138686131387,0.200676647663701
loc18279_pos8,FALSE,276,40,0.144927536231884,0.858695652173913,0.141304347826087,0.242674858223062
loc18296_pos113,FALSE,275,100,0.363636363636364,0.309090909090909,0.690909090909091,0.427107438016529
